subterfuge ??;измама;[suber-fuge]: a trick or a dishonest way of achieving something;The art of deception and subterfuge is essential for War.
contingent;зависимо представителство;depending on something else in the future in order to happen;The Bulgarian contingent of soldiers in Iraq represented the entire Bulgarian army forces.
contingency;непредвидени проблеми;something that might possibly happen in the future, usually causing problems or making further arrangements necessary;A good general always makes plan B and C for expected contigencies.
rail;ругая;to complain angrily;He railed about the bad rails of the train system.
extol ??????;възхвалявам;to praise highly;Jocko Willink was extolled for his commandership and bravery during the battle of Ramadi.
egregious ????;фрапантен;[e-greg-ious]: extremely bad in a way that is very noticeable;There was an egregious error in Greg's Excel formula.
cabal;заговорническа група;a small group of people who plan secretly to take action, especially political action;Kennedy was assassinated by a cabal with links to the mafia groups.
importune;настоявам, тормозя;?to make repeated, forceful requests for something, usually in a way that is annoying or causing slight problems;Dad, dad, dad... Can I have X?' - kept the boy importuning his father while he was listening to an important tune.
venal ?????????;продажен;is willing to behave in a way that is not honest or moral in exchange for money;She was so venal, she would do anything for money. Literally anything!...
moose;мос (голям елен с рога);a type of large deer of North America and northern Europe, having large, flat horns;A goose is а 'gaska', a moose is a 'elen'.
smear;мажа;to spread something soft or wet over a surface;He smeared the oil slowly and carefully on top of her butt, calling her 'dear'.
divulge;разкривам;[di-vulge]: to make something secret known:;Edward Snowden divulged and uncovered the evil spying done by NSA to the entire world.
belligerent;воюващ;eager to fight or argue;The belligerents in WWI were Germany and Russia.
sententious ???????????;досандо учещ на сентенции;trying to appear wise, intelligent, and important, in a way that is annoying;People who often try to teach others are nothing more than sententious failures.
pulchritudinous;красива;beauty, especially a woman's beauty;You are so pulchritudinous!
lugubrious ????;печален;sad and serious;The funeral had a sad and lugubrious atmosphere.
hideous;отвратителен;offensive, extremely ugly, or shocking;The music of Lil Yachty is hideous.
pinpoint;определям точно;to discover or establish something exactly;He was able to pinpoint the exact location of the criminal with a pin with GPS coordinates on the map on the wall.
flare-up;изблик;a sudden increase in or occasion of something;She started screaming in a flare-up of anger and desperation.
wrinkle;бръчка, гънка;a small line in the skin caused by old age;The old woman was using a cream to fight her wrinkles.
brow;чело;the forehead (= part of the face above the eyes);He wrinkled his brow and asked: 'Who, me?'
banking;разчитайки на;to count on something;He asked who 'Who, me?' banking on appearing as if he didn't know what was this all about.
untoward;неблагоприятен;unexpected and not convenient or unpleasant;If they discover that the president is involved in the hack with Russia, this might have untoward repercursions for him.
kittywampus;диагонален;diagonal;We took a kittywampus diagonal in order to shorten our route across the grass.
gruesome;ужасия;extremely unpleasant and shocking, and usually dealing with death or injury;You can either sit here and pity yourself for this gruesome indeed... Or you can follow me.
constipated;запек;unable to empty your bowels as often as you should;If you ate more fibre you wouldn't get constipated.
pell-mell;джаста-праста;very fast and not organized;Most people live their lives in a pell-mell fashion.
overturn;прекатурвам;to go upside down;The idea that the brain cannot regenerate has been overturned by recent studies.
sheath;обвивка;a close-fitting covering to protect something;A knife, protected by a sheath.
rather;по-скоро;"more accurately; more exactly";He does eat cakes. Rather, he would prefer beef with broccoli.
replenish;пълня отново;to fill something up again;A good bank is like a water pond: as soon as water pours out from it, a stream instantly replenishes it.
incontinence ??????;неумение да се въздържи;inability to control the excretion of urine or the contents of the bowels;Multiple sclerosis often results in incontinence in patients, who are prone to piss themselves.
indignation ??;възмущение;anger about a situation that you think is wrong or not fair;The old woman looked filled with indignation the man who has stripped naked in front of her.
temerity;дързост;a willingness to do or say something that shocks or upsets other people;How could you have the temerity to swear at your father!' - the mother of Tamer screamed at him.
oversight;пропуск;a mistake caused by a failure to notice or do something;The professor has pointed out few oversights in the thesis of the student.
flawed;грешен (науч.);"to say something is wrong. not perfect; containing mistakes";Since the logic is flawed, therefore the entire argument is invalid!
tentative;несигурен, експериментален;not certain or confident;New inventions and innovations are produced by tentative projects and experiments.
reservations;уговорки;a doubt or reason for not accepting or agreeing with something completely;I've had my reservations since the moment I saw him count his little coins that he was broke.
agile;пъргав;able to move about quickly and easily;Years of ballet and modern dance had made her strong and agile.
evaluate;оценявам;[e-value-ate]: to judge or calculate the quality, importance or value of something;In order to evaluate the price for the operation, we will need to make a list of the required drugs and medical professionals.
exemplify;служа като пример;to be a typical example of something;Hitler exemplifies evil, because he's a typical example of pure evil.
clade;клад (група животни);a group of animals or plants consisting of a shared ancestor and everything that comes from it;Birds are believed to have their origins in ancient dinosaur clades.
stravage;разкарвам се;to walk around aimlessly;Harry, I was wondering whether you would like to stravage with me in Hogsmeed'? - Asked Ginny.
cast;хвърлям;to cause something to appear, as if by throwing something;The warlock casted his Shadowbolt towards the rogue.
immolate;изгарям за жертвопринушение;to kill yourself or someone else, or to destroy something, usually by burning, in a formal ceremony;The warlock casted Immolate and burned the paladin as a sacrifice to the PvP system.
siphon;източвам;to take money, especially dishonestly, and use it for a purpose for which it was not intended;The warlock slowly siphoned away the life of the Hunter with Siphon Life.
inflect;спрягам (дума);to change spelling or ending according to the way it is used in a sentence;His Nigerian accent slightly inflected the way he pronounced the end of the words.
ethos;характер;the set of moral beliefs, attitudes, habits, etc., that are characteristic of a person or group;War is an ethos of their society.
snippet;откъс;a small bit or part of something;Eminem showed some snippets of his new songs of his new album.
novel;роман;a long, printed story about imaginary characters and events;Harry Potter is a novel character created by J. K. Rowling.
inapt;неподходящ;not suitable for the situation;The joke which she mad about 9/11 was inapt, because her mother has died during that day.
delve;ровя;to search, especially as if by digging, in order to find a thing or information;He delved and digged in thousand of Twitter posts, until he found the one which referred to the information he was looking for.
misguided;заблуден;based on a guide which is wrong;He was misguided by the fact she was holding hands with the blond guy. It turned out to be his brother.
inappropriate;неподходящ;not suitable;His casual clothes were inappropriate for such a formal occasion.
sensational;сензационен, скандален;something or someone sensational purposely shocks people and attracts their interest;Alex Jones is a sensational conspiracy theorist who shocks people.
overlap;препокривам;to partly cover something with a layer of something else;Being a good soldier and a good business have many overlapping characteristics.
devices;методи;a method that is used to produce a desired effect;There's no overlap in the devices found in Nigerian folkloric tradition and those found in traditional novels.
insidious;бавно и тайно убиващ, коварен;gradually and secretly causing harm;Colonel Hackworth had to deal with very insidious and treacherous enemies in Vietnam.
splendiferous;разкошен;excellent, or very beautiful and special;She looked splendiferous with all the flowers in her hair.
splendid;прекрасен;extremely good, large, or important;She had a splendid new dress.
scholarships;проучвания;serious, detailed study;Most scholarships agree that there's a positive relationship between IQ and divorce rate.
alluvial;наносен;earth and sand that has been left by rivers, floods, etc.;The alluvial remains show traces of minerals and metals from the highest parts of the mountain.
resilience;възстановяване от злополуки;the ability of a substance to return to its usual shape after being bent, stretched, or pressed;Trauma researchers emphasize the resilience of the human psyche.
dissent;несъгласие;disagreement;Dissents and disagreements can often be overcame with communication.
unanimous;единодушно (съгласие);in complete agreement or showing complete agreement;There's uninamous agreement between all scientists that eating healthy and training leads to good life.
preclude;изключвам;to prevent something or make it impossible;Although she is a shy lady, it doesn't preclude the fact she might not be virgin and be some kind of hidden pervert.
impetus;движеща сила, причина;a force that encourages a particular action or makes it more energetic or effective;Men and women have a primal impetus and force which attracts them to each other.
subsume ??;включвам;to include something in a larger group or a group in a higher position;The paragraph question is subsumed in the Verbal section.
boll;семенник;the part of the cotton plant that contains the seeds;The boll of the cotton contains its seeds.
weevil;житоядец;?any of various beetles that destroy crops such as grains and cotton;We're evil!' said the weevils and eated all the crops!
infestation;нападание от насекоми;(of insects and some animals) to be present in large numbers, sometimes causing disease or damage;There was an infestation of weevils which damaged the crops in California.
flock;"трупам се към; ято";to move or gather together in large numbers;In the summer, tourists flock to Spain.
paradox;парадокс;a statement or situation that may be true but seems impossible or difficult to understand because it contains two opposite facts or characteristics;The paradox of leading an IT company while you know nothing of IT.
grain;зърно;a seed from a plant, esp. a grass such as wheat, or the crop from such a plant;Grain is one of the main exports of the American Midwest.
cereal;житен, зърнена закуска;a food made from grain that is eaten esp. for breakfast;Musli is a famous cereal food.
algae ????;водорасли;small plants that grow in or near water and do not have ordinary leaves or roots;Dolphins love eating geen algae.
marine;морски;of or near the sea;Marine corps operate in the sea.
corps;корпус;a group of people who work together in a particular activity;The diplomatic corps in Washington includes representatives of most of the countries in the world.
rivulets;ручейчета;a very small stream;Rivulets of blood ran across the face of the soldier.
bifurcate;раздвоявам;to divide into two parts (of roads, rivers, branches, etc.);The river bifurcates to two smaller rivers.
pun;игра на думи;an amusing use of a word or phrase that has several meanings;No pun intended.
treatment;"обработка; лечение; отношение";the way you deal with or behave toward someone or something;He accused the governor of giving rich people special treatment. Waste treatment plant. She received medical treatment.
incinerator;пещ за горене на отпадъци или трупове;a device for burning waste material;The warlock was a tool, used as an incinerator to burn corpses and wastes.
toxin;отровно вещество;a poisonous substance, esp. one that is produced by bacteria and causes disease;When left without protection, bacteria produce toxins inside the fresh milk.
groundwaters;подпочвени води;water that collects below the surface of the earth;Wells are used to extract water from deep groundwaters.
tangle ????;оплитам (се);to become or cause something to become a messy mass of things;I tangled the cables and don’t know which is which.
bearing;връзка;connection to or influence on a result;The fact that he was ordered to stand a trial has no bearing to whether he is guilty.
drill;"пробивам; тренировка";to cut or dig a hole into something;The current drill in BUD/S was drilling holes with a drilling machine. Inside your hands.
loggerhead;водна костенурка с голяма глава;a type of a turtle with a large head;The loggerhead turtles were not coated with oil, despite the oil spilage by the tanker.
tortoise;сухоземна костенурка;a turtle living primarily in the land;The loggerhead turtle lives in the ocean, but the tortoise lives is an inland animal.
aquatic;воден;living in, happening in, or connected with water;Aquatic life.
adverse;вреден, противен;going against something, or causing harm;Eating fried chicken has adverse and harmful effects on your health.
ashore;към брега;toward or onto land from an area of water, or on land after coming from an area of water;Julie jumped off the boat and swam ashore.
otter;видра;a water mammal with four legs and dark brown fur, which eats fish and is related to the weasel;Otter is related to weasel, the way Harry Potter is related to Ron Weasley.
sweater ????;пуловер;a warm piece of clothing with long sleeves, made of knitted wool or other material and worn on the upper part of the body;He hated wearing sweaters, becuse he always sweated inside them.
influx;приток;?the arrival of a large number of people or things;The constant influx of waves immigrants to France has started to worry the French president.
pesky;досаден;annoying or causing trouble;The pesky mosquitos were biting her over and over again.
gruntled;доволен;happy or satisfied;The Orgrimmar Grunt was gruntled and content that he killed the Alliance rogue.
grunt;"грухтя; войник с нисък ранк";a soldier of low rank;He still thinks and behaves like a grunt in the trenches.
reprehensible;осъдителен;"deserving blame; recognized as bad";Jordan Peterson says that people suffering from depression should stop feeling reprehinsble, and forgive themselves.
trenches;окопи;a narrow channel dug into the ground;He still thinks and behaves like a grunt in the trenches.
cause;причина;reason for doing or feeling something:;To cause of his life was now to grow his daughter.
blatherskite;празнословец;a babbling, foolish person.;Anyone who does not pay, but talk a lot if a blatherskite person.
disenthrall;освобождавам;set free;Disenthrall your mind, and you will be free, said Jaina to Thrall, after let him out from his prison.
deterge;очиствам;"to wipe or wash away; cleanse";When you deterge all fake friends in your life, you see the truth.
zetetic;скептичен, питащ;"proceeding by inquiry; investigating";"In science you have to trust no one; instead, you have to question everything in zetetic and kceptical manner."
appetency;силно желание, копнеж;"fixed and strong desire; esp. natural desire; a craving; an eager appetite.";He has an unending appetency for creating music.
eucatastrophic;добра катастрофа;a catastrophe (dramatic event leading to plot resolution) that results in the protagonist's well-being.;All the challenges and betrayals he went through resulted in his final eucatastrophic success.
eviternal;вечен;everlasting, eternal;Eviternal and everlasting love between partners is very rare.
amhenodol;неопределен;indeterminate, unspecific;Making amhenodol contracts is the first sin of business.
canine;кучешки;of or like an animal of the dog family;It's dog life, canine life.
putty;маджун;a thick, soft material that becomes hard when it dries and is used esp. for fixing glass into window frames or for filling small holes in wood;I like eating putty.
palpable;осезаем;so obvious that it can easily be seen or known;A palpable effect.
perilous;опасен;extremely dangerous;The country roads are quite perilous.
enamoured;влюбен;;
abate;отслабвам;to become less strong;The storm has started to abate.
aberrant;анормален;different from what is typical or usual, especially in an unacceptable way;His sexuality is aberrant.
abeyance;бездействие, в запор;a state of not happening or being used at present;The project is being held in abeyance until agreement is reached on funding it.
abscond;избягвам (от нещо);to go away suddenly and secretly in order to escape from somewhere;Two prisoners absconded last night.
abstemious;въздържан;not doing things that give you pleasure, especially not eating good food or drinking alcohol;During Ramaddan he was abstemious: not eating sweets, fish or chocolate.
admonish;смъмрям;to tell or advice someone that they have done something wrong;His mother admonished him for eating too quickly.
adulterate;подправям (с вода);to make food or drink weaker or to lower its quality, by adding something else;This cheap beer was most likely adulterated with water.
aesthetic;красота;relating to the enjoyment or study of beauty, or showing great beauty;The new iPhone has little aesthetic appeal.
aggregate;"смес; смесвам";"formed by adding together several amounts or things; total";Apple: an aggregate of engineering and arts.
alacrity;с бързина;to be ready to do something with speed and interest;To start doing something with alacrity.
alleviate;смекчавам;to make pain or problems less severe;To alleviate the pain.
amalgamate;обединявам;to join together or unite, or to cause to join together;In order to create steel you have to amalgamate iron and carbon.
ambiguous;нееднозначен;having or expressing more than one possible meaning, sometimes intentionally;She smiled with an ambigious meaning.
ambivalent ??????;противоречив;[am-bi-valent]: having two opposing feelings at the same time;Ambivalence: He wants to lead a healthy life, but he loves smoking.
ameliorate ????????;подобрявам;to make a bad or unpleasant situation better;Foreign aid has ameliorated the situation in Rwanda.
anachronism;отживелица;someone or something placed in the wrong period in history;Mail has became an anachronism with the introduction of E-Mail.
analogous;подобен;;
anarchy;хаос;a lack of organization and control in a society or group;Civil wars lead to anarchy.
anomalous;необикновен;something that is unusual enough to be noticeable or seem strange;An anomalous variable among numbers.
antipathy;нехаресване;;His letters show a deep and intense antipathy toward workers.
apathy ????!=??;безразличие;;The teenegar was filled with apathy.
appease ????????;задоволявам, успокоявам;to prevent further disagreement by giving to the other side something that they demand;To appease the opposition, in order to allow some of their things to happen.
apprise ??????????;уведомявам;to be informed about something;The parents were apprised about their child's bad performance at school.
approbation;одобрение;approval, often given by an official group;The PhD plan of the student went through a successful approbation in front of the faculty staff.
appropriate;подходящ;correct or right for a particular situation or occasion;We will take appropriate measures.
arduous ?????;труден;difficult and tiring, or needing a great deal of effort;Studying for GRE is hard and arduous.
artless;прост, естествен;simple and not wanting to deceive;"""Why did you take the money?"", ""-Because I wanted it!"" - the child artlessly said."
ascetic ????????;монашески живот;avoiding physical comforts and living a simple life;If you want to be an ace priest, you have to lead an ascetic life until you get sick of not eating.
assiduous????????;старателен, прилежен;[ass-i-duo-us]: showing hard work, care, and attention to detail;He worked his ass off and was very assiduous in his preparations for GRE: missing no details.
assuage;успокоявам;to make unpleasant feelings less strong;"""Let me massage your ass with a sausage."" - said the boy to assuage the girl."
attenuate ??????;разреждам;to make something smaller, thinner, or weaker;Radiation from the sun is attenuated by the earth's atmosphere.
audacious;дързък;showing an unusual willingness to take risks;Elon Musk is very audacious: He says he will disrupt the entire auto industry!
austere;суров;plain and without decoration, comforts, or anything extra;She depicts the austere beauty of the desert.
autonomous;независим;independent and having the power to make your own decisions;Entrepreneurs are the only autonomous people on Earth.
aver ??????????;твърдя;to say something that is certainly true;"""I am not guilty!"" - he averred very hard to his very friend."
banal;банален;too often used in the past and therefore not interesting;New music must not be banal.
belie;прикривам;to represent something falsely or to hide something;She belied her sadness behind her smile.
beneficent;доброкачествен;helping people and doing good acts;A beneficent bacteria.
bolster ????????;подкрепям;to support something, or make something stronger;Mr. Bool bolstered the application of Boryana for Harvard.
bombastic ???????????????;надут;using long and difficult words, usually to make people think you know more than you do;He made bombastic statements with catchy marketing words.
boorish;грубиянски;rude behavior;The drunk behaved boorishly.
burgeoning ??????;процъфтяващ;growing or developing quickly;A burgeoning auto industry lifted up the virgin Bulgarian industry.
burnish;полирам;public image: you take action to improve it and make it more attractive;The company is currently trying to burnish its socially responsible image.
buttress;подкрепям;to give support to or strengthen something;He looked for facts which would buttress his legal case.
cocophony;врява;an unpleasant mixture of loud sounds;DAN! DUM! BAM! BUM! What is this cacophony!?
capricious ?????????;капризен, променлив;[capri-ci-ous]: likely to change, or reacting to a sudden desire or new idea;We have had very capricious weather lately.
castigation ????????;наказание, глоба;[cast-gate-nation]: to criticize someone or something severely;Health inspectors casted a fat castigation on the owners of the gate for not being safe for the nation.
catalyst;катализатор;a condition, event, or person that is the cause of an important change;The new CEO is a catalyst of change.
caustic;разяждащ;able to burn through things;He made a very caustic remark about her bad looks.
chicanery ????????;извъртания;dishonest but attractive talk or behavior that is used to deceive people;The chick used a lot of chicaneries to say why she couldn't accept the date of the guy.
cogent ??????????;неопровержим;persuasive and well expressed;Then the co-agent showed cogent evidence that no one could deny that the suspect did the crime.
commensurate 5 ??4;съизмерим;"[com-mensurate]: suitable in amount or quality compared to something else; matching in degree";Come and measure this: the workload has increased without any commensurate increase in staff.
compendium;сбоник, несесер;a collection of concise but detailed information about a particular subject, especially in a book or other publication.;A compendium of Grandmaster Fishing.
complaisant;отстъпчив;willing to satisfy others by being polite and fitting in with their plans;My mother taught me to stop being complaisant.
compliant;съвместим;used to describe something that obeys a particular rule or law;The company expect to start production as soon as it is compliant with the federal act.
conciliatory;помирителен;intended to show that you care about the feelings or opinions of someone who is angry or upset with you;Jocko had a conciliatory tone, saying he didn’t think anybody was to blame.
condone ?? ?????;толерирам;to ignore or accept behavior that some people consider wrong;Тhe horse said it will not condone any more the abusive behavior of his owner.
confound ????????;обърквам, смайвам;to confuse someone by being difficult to explain or deal with;He liked to confound people with a long and complicated story how he has found his horse.
connoisseur???????;ценител;a person who has expert knowledge of something, esp. an art, food, or drink;Only true connoisseurs can appreciate the taste of this wine.
contention;спор;disagreement resulting from opposing arguments;The unsettled payment has created a contention between the employee and his employer.
contentious;спорен;causing or likely to cause disagreement;A contentious subject: How many genders exist?
contrite ???????????;разкаяващ се;feeling regret and guilt for something bad that you have done;In front of the judge, the horse was genuinely contrite that it had kicked its own master in the face.
conundrum;главоблъсканица;a problem that is difficult to deal with;One of the most difficult conundrums for the experts.
converge;сближавам около точка;to move toward the same point and come closer together or meet;After long hours, our views have finally started to converge.
convoluted ??????;заплетен;something that makes an explanation, story, etc. complicated and difficult to understand;The horse has volunteered to start knitting the convoluted metal fence for the wall.
craven ????????;страхлив;"lacking in courage; cowardly";He was a coward who has shown a craven abdication of his moral duty and hided inside a cave from his son.
daunt;обезсърчавам;to discourage;She’s not at all daunted by criticism.
decorum ??????;благоприличие;behavior that is socially correct, calm, and polite;The witness endured the lawyer’s blatant lies about the decor room with remarkable decorum.
default;пресрочвам;a failure to do something that you legally have to do;He has defaulted on all his invoices.
deference ??????????;почит;respect shown for another person because of that person’s experience, age, power, etc.;Djafer was always respectful and full of deference towards both of his grandparents.
delineate ???????????;обрисувам, очертавам;to describe something completely, including details;The rules in the Dell corporation are carefully delineated in the Employee's manual.
denigrate ?????????;омаломажавам;to say something or someone is not good or important;The African-Americans have been often denigrated in their social problems and needs.
deride ???????;осмивам;to show that you think someone or something is ridiculous or of no value;The cat derided the comic look of his ride so much that eventually he stopped driving it.
derivative;производен;having qualities taken from something else;This product is a derivative of the original prototype.
dessicate ??????????;изсушавам;to remove the moisture from something or dry it thoroughly;Desi and Kate had a wet party in the water, and now Desi was drying and dessicating the the clothes of Kate.
desultory ???;безцелен, нефокусиран;without a clear plan or purpose and showing little effort or interest;Desu had no goals in her life in the labotatory, living an empty, desultory life with no goals.
deterrent;възпираща мярка;to prevent or discourage someone from doing something;The company says this alarm is an effective deterrent against theft.
diatribe ??????????;тирада;an angry speech or piece of writing that severely criticizes something or someone;His book is more of a personal diatribe than an academic study.
dichotomy;разделение, двойственост;a difference between two completely opposite ideas or things;The dichotomy of leadership.
diffidence;неувереност;the quality of being shy and not confident of your abilities;She spoke with a quiet voice, filled with diffidence.
diffuse;разпръснат;to spread or cause something to spread in many directions;The guide tried to diffuse the tension with his grin.
digression;отклонение;to move away from the main subject and discuss something else;A lyrical digression.
disabuse ????????;просветлявам (някого);to cause someone no longer to have a wrong idea;He opened her eyes and disabused her with the flashlight pointed at her eyes, that she no longer had to tolerate this abuse.
discerning;проницателен;able to make or usually making careful judgments about the quality of similar things;He is discerning at decoding the facts.
discordant;несъгласяващ се;used to describe something that is not in agreement with something else;The two judges have discordant views about what the punishment should be.
discredit;уронвам, опозорявам;to give people reason to stop believing someone or to doubt the truth of something;The old Soviet economic model has been thoroughly discredited.
discrepancy;несъответствие;an unexpected difference in two amounts or two sets of facts or conditions;There were serious discrepancies in his legal documents.
discrete;отделен;"having an independent existence or form apart from other similar things; separate";This area has four discrete neighborhoods centered around a school.
disingenuous ??=??;неискрен;"slightly dishonest; not speaking the complete truth";For a compliment to be this ingenous,it actually has to be fake and disingenuous.
disinterested;незаинтерисован;;
disjointed;несвързан;not well connected or well ordered, and therefore often confusing;She gave a disjointed account of getting lost in the woods.
dismiss ????;отхвърлям;to decide that something or someone is not important and not worth considering;Let’s not dismiss the idea without discussing it.
disparage ????;черня (някого);to criticize someone or something in a way that shows a lack of respect;He disparages his business competitors, saying they are a bunch of losers.
disparate;несравнимо различен;different in every way;Disparate places as Switzerland, Iran, and Paraguay.
dissemble ??=??????;прикривам се;to hide your real intentions and feelings or the facts;He has made it to hide your true feelings this simple - he has managed to dissemble his emotions very well.
disseminate ????????;разпространявам;to spread or give out news, information, ideas, etc. to many people;The news have disseminated quickly: Hitler was dead!
dissolution;"разпадане; разпускане";the ending of an official organization or a legal arrangement;Тhe dissolution of the Roman Empire.
dissonance ??!=??;несъзвучие, несъгласие;a combination of sounds or musical notes that are not pleasant when heard together;Despite apparent methodological dissonances, both papers have the same conclusions.
distend;раздувам се;to swell and become large (as if) by pressure from inside;Мany children whose stomachs were distended were revealed to have been poisoned.
distill;"пречиствам; съкращавам";to reduce it but keep the most important part;She distilled the one page report into one paragraph.
diverge;отклонявам се;to go in different directions from the same point, or to become different;The tone of the final report isn’t likely to diverge much from the earlier report.
divest;снемам (бизнес, права);divest yourself of a property, you get rid of it, usually by selling;The company is divesting its less profitable business operations.
document;документирам;to record the details of an event, a process;The behavior of mamals was well documented.
dogmatic;недопускащ възражение;strongly stating your own beliefs as if they were facts, without considering alternatives;In the first place there was the element of dogmatic teaching.
dormant;спящ, латентен;not active or growing, but having the ability to be active at a later time;A dormant volcano.
dupe;мамя;to cheat someone by telling lies or by deceiving the person;They duped me into giving them money by saying it would go to charity.
ebullient;буен, енергичен;excited and enthusiastic;He was an energetic and wild ebullient e-bully in ther Internet who entertained himself.
eclectic;всестранно развит;deriving ideas, style, or taste from a broad and diverse range of sources;He was an eclectic man.
efficacy;ефикасност;"the quality of being effective; effectiveness";An efficacy of a drug.
effrontery;наглост;extreme rudeness without understanding that your behaviour is not acceptable to other people;The EFF has sued a cheeky and effrontery person, who always wants to take, but never to give.
elegy;поема за починал или миналото;a sad poem or song, remembering someone who has died or something in the past;Elegy about the past of the dead.
elicit;изтръгвам, извличам;to obtain something, like information or a reaction:;Have you managed to elicit a response from them yet?
embellish;украсявам;to make something more beautiful or interesting by additions or details;He couldn’t resist embellishing his account of the African safari.
empirical;опитен;based on what is experienced or seen rather than on theory;We have empirical evidence that the industry is in trouble.
emulate;емулирам;to copy something achieved by someone else and try to do it as well as they have;They hope to emulate the success of other software companies.
endemic;местен;found particularly in a specific area or group;Malaria is endemic in many of the hotter regions of the world.
enervate ????????;обезсилвам;to make someone feel weak and without energy;The nerves enervate the body, reducing its strenght and powers.
engender ????????????;пораждам;to make people have a particular feeling or make a situation start to exist;Gender politics and birth control have engendered a lot of drama.
enhance ??????;повишавам;to improve the quality, amount, or strength of something;Performance-enhancing drugs.
ephemeral ?????;краткотраен;[ep-he-meral]: lasting only a short time;The fame of Meral was ephemeral and lasted only 2 days.
equanimity ????;хладнокръвие;[equ-animity]: the state of being calm and in control of your emotions in a difficult situation;In difficult times, you have to show character and equanimity.
equivocate;говоря двусмислено;[equi-vocate]: use ambiguous language so as to conceal the truth or avoid committing oneself;Politicians equivocate all the time.
erudite;учен, знаещ;having or showing a lot of knowledge from reading and studying;An erudite person: Albert Einstein!
esoteric;таен и само за посветени;intended for or understood by only a few people who have special knowledge;Philosophy has increasingly become an esoteric inquiry pursued formally in the university.
eulogy ????????;възхвала;a speech or piece of writing containing great praise for someone who has recently died;He delivered a logical eulogy at the funeral of his grand father in Europe.
euphemism;полит. коректна фраза;a word or phrase used to avoid saying an unpleasant or offensive word;"""Senior citizen"" is a euphemism for ""old person"""
exacerbate;влошавам;to make something that is already bad worse;The situation was exacarbated by his bullshit claims.
exculpate ??????????;оневинявам;to remove blame from someone;The ex-convict Pat was exculpated and removed all the blame from the suspicion, that he exhumed the grave of the cultist girl. He was innocent.
exigency;трудност, неотложност;the difficulties of a situation, especially one that causes urgent demands;The exigencies of economic crisis forced to government to act immediately.
extrapolation;"екстраполация; предвиждане";the process of using existing information to discover what is likely to happen or be true in the future;Based on the current data, we can make an extrapolation that the prices will rise with 5 per cent.
facetious ?????????????;шеговит;not seriously meaning what you say, usually in an attempt to be humorous;"""We have so much money, we can open a bank! And I have scar tissue on my face to prove it!"" - said Steve Jobs facetiously."
facilitate;спомагам;to make something possible or easier;The tax cut has facilitated the growth of small businesses.
fatuous;гламав;foolish or done without thinking;He died in a fatuous incident.
fawning ????;мазнещ се;praising someone too much in order to get a positive reaction;A fawning politician
felicitous ?? ?? ??;удачен;[feli-cito-us]: suitable or right and expressing well the intended thought or feeling;A felicitous way to respond to what Felicia has done is by writing a diss song to her.
fervor;страст;sincere, strong feelings;The country was swept by patriotic fervor.
flag;маркирам;to mark something so it can be found easily among other similar things;She asked me to flag the names that appear on both lists.
fledgling;новоизлюпен;new and not experienced;The current economic climate is particularly difficult for fledgling businesses.
flout;пренебрегвам;оpenly disregard (a rule, law or convention);They think they can flout the law and get away with it.
foment  ???????????;подбуждам;to cause something bad or illegal to develop;For men to instigate and foment a revolution just for a moment is a mere entertainment.
forestall ?????;предотвратявам;to prevent something from happening by acting first;Foresters have protested, and successfully forestalled the destruction of all forests by stopping the process at the beginning.
frugality;пестеливост;"being economical with money or food; thriftiness";Lee Kuan-Yew had forced Singaporeans into frugality before turning his country to one of the most innovative ones.
futile;напразно;"achieving no result; not effective or successful";Futile attempts.
gainsay ??????????;оспорвам, отричам;to refuse to accept something as the truth;What would you gain by saying that this is not true, gainsaying that it is not true?
garrulous ??????????;бъбрив;having the habit of talking a lot, especially about unimportant things;The mage talked a lot and a lot in a garrulous manner while they were waiting for Garr.
goad;подтиквам;to make a person or an animal react or do something by continuously annoying them;She seemed determined to goad him into a fight.
grandiloquent ????????;тържествено надут;using complicated language in order to attract and make something seem important;Her speech was full of grandiloquent statements, but it contained no new ideas.
gregarious ????????????????????????;общителен, социален;[greg-ari-ous]: liking to be with other people;Greg is that gregarious dude always finds someone to talk to, even among complete strangers.
guileless;откровен;honest and direct;He was guileless with each girl she met. In turn, they all fucked him over.
gullible;наивен;easily deceived or tricked, and too willing to believe everything that other people say;But I will never be this gullible again, no!
harangue;"тирада; конско";to speak to someone or a group of people, often for a long time, in a forceful and sometimes angry way to persuade them or to express disapproval:;He harangued the class for half an hour about not paying attention.
homogenous;еднороден;consisting of parts or having qualities that are the same;A homogenous community of Black people.
hyperbole ??????;преувеличавам;a way of speaking or writing that makes someone or something sound much more than it is;The best way to present something is not by uncritical hyperbole, but by showing both its good and bad sides.
iconoclastic;скандален, разтърсващ;strongly opposing generally accepted beliefs and traditions;Iconoclastic views in comparison with the traditional attitudes of their parents.
idolatry;идолопоклонничество;the act of praying to a picture or object as part of a religion;Newton was revered to the point of idolatry.
immutable;непроменяем;not able to change;The laws of physicals are believed to be immutable.
impair;увреждам;to damage or weaken something so that it is less effective;A man with an impaired vision.
impassive;безчувствен;not showing or feeling any emotion;Nick kept his face impassive but his mind was racing.
impede;спъвам, преча;to slow something down or prevent an activity from making progress at its previous rate;The lack of responsibility of his parents has impeded his potential.
impermeable;непроницаем;not allowing liquid or gas to go through;An impermeable material: Rubber.
